"","X","Year","Month","Longitude","Latitude","Elevation","MaxTemp","MinTemp","Rainfall"
"1",1,2000,1,78.125,9.83521,122,30.7679677419355,19.9522258064516,40.554995
"2",2,2000,2,78.125,9.83521,122,33.3948620689655,21.873,90.623476
"3",3,2000,3,78.125,9.83521,122,37.1601935483871,22.3267741935484,4.916384
"4",4,2000,4,78.125,9.83521,122,41.3573,25.7856333333333,17.049406
"5",5,2000,5,78.125,9.83521,122,40.1172903225807,26.5549032258065,56.258585
"6",6,2000,6,78.125,9.83521,122,37.1256333333333,24.9339333333333,13.542367
"7",7,2000,7,78.125,9.83521,122,38.0298064516129,23.9100322580645,10.198403
"8",8,2000,8,78.125,9.83521,122,35.9251935483871,24.5823548387097,30.802062
"9",9,2000,9,78.125,9.83521,122,36.4823,24.6859666666667,208.933354
"10",10,2000,10,78.125,9.83521,122,34.8461612903226,23.6896774193548,208.344614
"11",11,2000,11,78.125,9.83521,122,31.4237,22.0560333333333,115.332427
"12",12,2000,12,78.125,9.83521,122,29.8093225806452,20.0083870967742,59.901244
"13",13,2001,1,78.125,9.83521,122,31.1912580645161,20.9703225806452,32.667168
"14",14,2001,2,78.125,9.83521,122,35.3986071428571,20.2316071428571,7.637223
"15",15,2001,3,78.125,9.83521,122,38.4882580645161,21.8681935483871,4.681207
"16",16,2001,4,78.125,9.83521,122,36.9985666666667,24.9303333333333,87.361051
"17",17,2001,5,78.125,9.83521,122,40.9237419354839,26.8767419354839,21.292879
"18",18,2001,6,78.125,9.83521,122,36.3766666666667,25.1210333333333,53.642463
"19",19,2001,7,78.125,9.83521,122,37.4993225806452,25.1144516129032,102.971123
"20",20,2001,8,78.125,9.83521,122,36.3302258064516,24.7060967741935,2.986913
"21",21,2001,9,78.125,9.83521,122,37.5641333333333,24.8219666666667,66.025258
"22",22,2001,10,78.125,9.83521,122,33.5586774193548,24.2767419354839,182.456307
"23",23,2001,11,78.125,9.83521,122,31.1457,22.8542,229.440882
"24",24,2001,12,78.125,9.83521,122,29.7830322580645,20.9245483870968,36.379337
"25",25,2002,1,78.125,9.83521,122,31.9305161290323,20.2635161290323,13.375855
"26",26,2002,2,78.125,9.83521,122,32.6876428571429,20.7812142857143,66.832933
"27",27,2002,3,78.125,9.83521,122,37.8698064516129,21.809935483871,11.935612
"28",28,2002,4,78.125,9.83521,122,39.3102,25.2334666666667,24.305531
"29",29,2002,5,78.125,9.83521,122,39.9504838709677,26.7483225806452,82.416349
"30",30,2002,6,78.125,9.83521,122,37.4299666666667,25.8016333333333,45.013047
"31",31,2002,7,78.125,9.83521,122,38.7888387096774,24.961935483871,22.358887
"32",32,2002,8,78.125,9.83521,122,37.2331290322581,24.7886129032258,23.404316
"33",33,2002,9,78.125,9.83521,122,39.7328333333333,24.8951666666667,14.287382
"34",34,2002,10,78.125,9.83521,122,33.8595161290323,24.2140322580645,194.997031
"35",35,2002,11,78.125,9.83521,122,30.9047666666667,22.8703,176.176067
"36",36,2002,12,78.125,9.83521,122,31.1122258064516,20.6715806451613,19.662096
"37",37,2003,1,78.125,9.83521,122,32.2892580645161,20.0031612903226,9.216493
"38",38,2003,2,78.125,9.83521,122,35.0407857142857,21.8919642857143,19.979672
"39",39,2003,3,78.125,9.83521,122,37.4157096774193,22.3550322580645,22.844694
"40",40,2003,4,78.125,9.83521,122,39.5793,24.9687,12.091828
"41",41,2003,5,78.125,9.83521,122,41.0092580645161,27.3842580645161,26.352595
"42",42,2003,6,78.125,9.83521,122,38.1574,26.3062333333333,83.324437
"43",43,2003,7,78.125,9.83521,122,36.5313870967742,25.5938387096774,58.423251
"44",44,2003,8,78.125,9.83521,122,36.141935483871,25.0336451612903,40.275182
"45",45,2003,9,78.125,9.83521,122,38.7360666666667,24.6374333333333,26.619524
"46",46,2003,10,78.125,9.83521,122,33.4667419354839,24.2543548387097,198.835349
"47",47,2003,11,78.125,9.83521,122,29.4505333333333,22.6048666666667,181.816002
"48",48,2003,12,78.125,9.83521,122,31.2048064516129,20.7426451612903,7.561683
"49",49,2004,1,78.125,9.83521,122,32.3448387096774,20.0469677419355,27.746498
"50",50,2004,2,78.125,9.83521,122,35.2763793103448,19.633724137931,13.290025
"51",51,2004,3,78.125,9.83521,122,39.3461290322581,21.3548387096774,17.486283
"52",52,2004,4,78.125,9.83521,122,40.3470333333333,25.9364666666667,50.683872
"53",53,2004,5,78.125,9.83521,122,36.1160967741935,25.7281612903226,166.508091
"54",54,2004,6,78.125,9.83521,122,36.5412666666667,24.7682666666667,34.994887
"55",55,2004,7,78.125,9.83521,122,37.6367741935484,24.5516451612903,32.261188
"56",56,2004,8,78.125,9.83521,122,38.2674838709677,24.9078064516129,17.130947
"57",57,2004,9,78.125,9.83521,122,34.9246666666667,24.6525666666667,195.313782
"58",58,2004,10,78.125,9.83521,122,32.3391612903226,23.7834516129032,274.443627
"59",59,2004,11,78.125,9.83521,122,29.2507333333333,22.2853666666667,180.109681
"60",60,2004,12,78.125,9.83521,122,30.0496129032258,20.4319032258065,46.574314
"61",61,2005,1,78.125,9.83521,122,32.0096451612903,20.3924838709677,22.50138
"62",62,2005,2,78.125,9.83521,122,34.699,20.3622142857143,91.251787
"63",63,2005,3,78.125,9.83521,122,37.7011935483871,23.1514838709677,28.609079
"64",64,2005,4,78.125,9.83521,122,37.1902,25.6907666666667,99.690623
"65",65,2005,5,78.125,9.83521,122,41.047,27.2838064516129,24.641131
"66",66,2005,6,78.125,9.83521,122,37.2741,25.7374,39.524172
"67",67,2005,7,78.125,9.83521,122,36.2715806451613,25.261935483871,74.731052
"68",68,2005,8,78.125,9.83521,122,38.5238064516129,24.5686451612903,17.564388
"69",69,2005,9,78.125,9.83521,122,37.1349666666667,24.9338,52.700906
"70",70,2005,10,78.125,9.83521,122,34.5002258064516,24.5094516129032,279.337694
"71",71,2005,11,78.125,9.83521,122,29.2840333333333,22.6033666666667,178.597389
"72",72,2005,12,78.125,9.83521,122,30.0326774193548,21.5267096774193,62.098496
"73",73,2006,1,78.125,9.83521,122,30.7080967741935,20.2407419354839,117.687592
"74",74,2006,2,78.125,9.83521,122,34.3795714285714,19.3760357142857,7.802002
"75",75,2006,3,78.125,9.83521,122,36.4984838709677,23.3356774193548,67.274101
"76",76,2006,4,78.125,9.83521,122,40.7251666666667,25.0918333333333,20.928091
"77",77,2006,5,78.125,9.83521,122,40.6843870967742,26.7994193548387,11.35669
"78",78,2006,6,78.125,9.83521,122,38.2967666666667,25.6305,51.01948
"79",79,2006,7,78.125,9.83521,122,37.4288709677419,24.9797096774194,6.172945
"80",80,2006,8,78.125,9.83521,122,38.289064516129,24.1348709677419,39.532747
"81",81,2006,9,78.125,9.83521,122,36.0391666666667,24.9647333333333,119.881431
"82",82,2006,10,78.125,9.83521,122,32.8355806451613,24.3819032258065,296.194028
"83",83,2006,11,78.125,9.83521,122,29.3581333333333,23.3137666666667,317.174413
"84",84,2006,12,78.125,9.83521,122,30.3993225806452,20.9170322580645,13.621326
"85",85,2007,1,78.125,9.83521,122,31.8196774193548,19.7242580645161,10.709953
"86",86,2007,2,78.125,9.83521,122,33.8508214285714,20.9917142857143,6.782342
"87",87,2007,3,78.125,9.83521,122,38.160935483871,20.6311612903226,1.884842
"88",88,2007,4,78.125,9.83521,122,39.5971666666667,24.8129333333333,33.396716
"89",89,2007,5,78.125,9.83521,122,41.4691612903226,27.099064516129,99.482904
"90",90,2007,6,78.125,9.83521,122,37.3731,26.3961333333333,80.431937
"91",91,2007,7,78.125,9.83521,122,35.8787419354839,25.5921290322581,140.069678
"92",92,2007,8,78.125,9.83521,122,36.7325806451613,25.0876129032258,66.419227
"93",93,2007,9,78.125,9.83521,122,35.5300333333333,24.9191666666667,96.485695
"94",94,2007,10,78.125,9.83521,122,34.6798387096774,24.0130967741935,301.10951
"95",95,2007,11,78.125,9.83521,122,31.2426666666667,21.9499333333333,63.38854
"96",96,2007,12,78.125,9.83521,122,29.9286774193548,20.8899677419355,94.264442
"97",97,2008,1,78.125,9.83521,122,31.8816129032258,19.8781290322581,4.665755
"98",98,2008,2,78.125,9.83521,122,33.736275862069,21.3281034482759,21.420338
"99",99,2008,3,78.125,9.83521,122,33.0354838709677,23.0387419354839,189.890939
"100",100,2008,4,78.125,9.83521,122,38.8255666666667,24.8918333333333,16.864873
"101",101,2008,5,78.125,9.83521,122,41.4911290322581,25.7093225806452,32.613943
"102",102,2008,6,78.125,9.83521,122,38.0260666666667,25.5093,8.533287
"103",103,2008,7,78.125,9.83521,122,37.5508709677419,25.4687419354839,38.712218
"104",104,2008,8,78.125,9.83521,122,36.862935483871,25.1912580645161,134.785101
"105",105,2008,9,78.125,9.83521,122,37.7415666666667,24.5879666666667,18.60122
"106",106,2008,10,78.125,9.83521,122,34.9288064516129,24.7605161290323,181.570542
"107",107,2008,11,78.125,9.83521,122,32.0722333333333,22.8467333333333,143.655651
"108",108,2008,12,78.125,9.83521,122,29.8016774193548,20.9880322580645,30.104261
"109",109,2009,1,78.125,9.83521,122,30.6897741935484,19.5302258064516,8.453467
"110",110,2009,2,78.125,9.83521,122,35.0623214285714,18.9850714285714,0.048065
"111",111,2009,3,78.125,9.83521,122,36.8488387096774,21.9296129032258,15.131947
"112",112,2009,4,78.125,9.83521,122,39.9966666666667,25.4921,9.043118
"113",113,2009,5,78.125,9.83521,122,42.1977741935484,27.2580967741936,46.467018
"114",114,2009,6,78.125,9.83521,122,38.5836,25.761,16.627981
"115",115,2009,7,78.125,9.83521,122,36.9221935483871,25.5181935483871,6.766032
"116",116,2009,8,78.125,9.83521,122,36.7100322580645,25.1499677419355,64.173043
"117",117,2009,9,78.125,9.83521,122,37.4942,25.1481666666667,84.92254
"118",118,2009,10,78.125,9.83521,122,35.5278709677419,24.2947741935484,65.842452
"119",119,2009,11,78.125,9.83521,122,30.1556333333333,23.0017666666667,239.9251
"120",120,2009,12,78.125,9.83521,122,30.304064516129,22.0705806451613,77.71284
"121",121,2010,1,78.125,9.83521,122,31.8511935483871,20.1436129032258,7.285309
"122",122,2010,2,78.125,9.83521,122,35.4533214285714,19.8501785714286,0.355339
"123",123,2010,3,78.125,9.83521,122,39.3795806451613,20.691,2.210999
"124",124,2010,4,78.125,9.83521,122,40.4674,26.2637666666667,21.046544
"125",125,2010,5,78.125,9.83521,122,41.4621612903226,27.6077419354839,15.962791
"126",126,2010,6,78.125,9.83521,122,37.491,26.3351,48.925211
"127",127,2010,7,78.125,9.83521,122,36.814935483871,25.3176774193548,14.913944
"128",128,2010,8,78.125,9.83521,122,37.3141935483871,25.2976774193548,71.929536
"129",129,2010,9,78.125,9.83521,122,36.2220666666667,24.7387333333333,149.5428
"130",130,2010,10,78.125,9.83521,122,34.0519032258064,23.8596129032258,342.363146
"131",131,2010,11,78.125,9.83521,122,30.2717333333333,23.1068,257.792485
"132",132,2010,12,78.125,9.83521,122,29.9316129032258,21.2141290322581,52.305223
"133",133,2011,1,78.125,9.83521,122,31.2443548387097,20.0427419354839,8.981324
"134",134,2011,2,78.125,9.83521,122,33.84375,20.617,16.016012
"135",135,2011,3,78.125,9.83521,122,37.9323225806452,22.476064516129,6.214141
"136",136,2011,4,78.125,9.83521,122,37.7666,24.9145,94.3348
"137",137,2011,5,78.125,9.83521,122,40.632935483871,26.0696451612903,2.887344
"138",138,2011,6,78.125,9.83521,122,38.1973,25.5813,4.461478
"139",139,2011,7,78.125,9.83521,122,38.1726451612903,25.604064516129,16.014289
"140",140,2011,8,78.125,9.83521,122,37.0011935483871,25.4345483870968,66.791729
"141",141,2011,9,78.125,9.83521,122,38.7349333333333,24.9008333333333,6.626129
"142",142,2011,10,78.125,9.83521,122,33.6709032258064,24.1924193548387,283.500469
"143",143,2011,11,78.125,9.83521,122,30.0441666666667,21.9121333333333,180.804083
"144",144,2011,12,78.125,9.83521,122,29.8025483870968,20.2375483870968,97.537951
"145",145,2012,1,78.125,9.83521,122,30.2414193548387,18.3617741935484,3.13797
"146",146,2012,2,78.125,9.83521,122,34.011,20.1193448275862,3.268433
"147",147,2012,3,78.125,9.83521,122,37.63,23.0447419354839,11.09619
"148",148,2012,4,78.125,9.83521,122,38.9422,25.1621333333333,79.367666
"149",149,2012,5,78.125,9.83521,122,41.1005806451613,26.779064516129,33.19929
"150",150,2012,6,78.125,9.83521,122,38.1415333333333,25.5027,26.703648
"151",151,2012,7,78.125,9.83521,122,37.8744838709677,25.1995483870968,39.660656
"152",152,2012,8,78.125,9.83521,122,36.6497741935484,24.7198387096774,93.040464
"153",153,2012,9,78.125,9.83521,122,38.0545,24.9839,36.404222
"154",154,2012,10,78.125,9.83521,122,32.6510322580645,23.4797096774194,265.755852
"155",155,2012,11,78.125,9.83521,122,32.5239,22.0722,62.661512
"156",156,2012,12,78.125,9.83521,122,31.215,20.9663870967742,34.424979
"157",157,2013,1,78.125,9.83521,122,31.860935483871,20.0274516129032,3.673554
"158",158,2013,2,78.125,9.83521,122,32.9781785714286,20.9624642857143,65.468221
"159",159,2013,3,78.125,9.83521,122,36.2050967741935,22.6243548387097,40.963551
"160",160,2013,4,78.125,9.83521,122,41.1288333333333,26.1420666666667,2.202415
"161",161,2013,5,78.125,9.83521,122,41.5918709677419,27.2455806451613,12.172511
"162",162,2013,6,78.125,9.83521,122,35.1526,25.1777333333333,69.225023
"163",163,2013,7,78.125,9.83521,122,36.7461612903226,25.2537096774194,7.221793
"164",164,2013,8,78.125,9.83521,122,38.1388064516129,25.2030967741935,23.725323
"165",165,2013,9,78.125,9.83521,122,37.6166666666667,24.8309,40.692338
"166",166,2013,10,78.125,9.83521,122,36.2332580645161,23.7943870967742,88.055417
"167",167,2013,11,78.125,9.83521,122,31.5227666666667,22.0933666666667,96.433329
"168",168,2013,12,78.125,9.83521,122,30.0611612903226,20.1351935483871,22.969147
"169",169,2014,1,78.125,9.83521,122,30.9067096774193,19.9585806451613,14.845281
"170",170,2014,2,78.125,9.83521,122,33.8083928571429,19.5355714285714,3.695868
"171",171,2014,3,78.125,9.83521,122,36.856,21.6690967741936,5.800441
"172",172,2014,4,78.125,9.83521,122,40.351,25.2094666666667,2.135467
"173",173,2014,5,78.125,9.83521,122,38.801935483871,26.5391612903226,71.59143
"174",174,2014,6,78.125,9.83521,122,39.8433333333333,26.4153333333333,6.986618
"175",175,2014,7,78.125,9.83521,122,38.0993870967742,25.8036129032258,23.248105
"176",176,2000,1,78.125,10.1474,293,29.1764193548387,18.4404193548387,57.139226
"177",177,2000,2,78.125,10.1474,293,31.8653793103448,20.2787586206897,127.429377
"178",178,2000,3,78.125,10.1474,293,35.799,20.8020967741935,5.623629
"179",179,2000,4,78.125,10.1474,293,40.6444666666667,25.0697666666667,26.381776
"180",180,2000,5,78.125,10.1474,293,39.3036774193548,25.4886774193548,100.681118
"181",181,2000,6,78.125,10.1474,293,35.8464333333333,24.1963,15.523338
"182",182,2000,7,78.125,10.1474,293,36.6462580645161,23.868064516129,14.767174
"183",183,2000,8,78.125,10.1474,293,34.9754838709678,23.6942580645161,48.302934
"184",184,2000,9,78.125,10.1474,293,34.9725333333333,23.7102,312.94725
"185",185,2000,10,78.125,10.1474,293,33.6011935483871,22.4782258064516,255.002152
"186",186,2000,11,78.125,10.1474,293,29.92,20.3371,170.44173
"187",187,2000,12,78.125,10.1474,293,28.4697741935484,18.3334193548387,85.29167
"188",188,2001,1,78.125,10.1474,293,30.2337096774194,19.3545161290323,40.570467
"189",189,2001,2,78.125,10.1474,293,34.4597142857143,18.5080714285714,9.177015
"190",190,2001,3,78.125,10.1474,293,37.3968709677419,21.5763870967742,5.994413
"191",191,2001,4,78.125,10.1474,293,35.9316,24.0099666666667,177.176841
"192",192,2001,5,78.125,10.1474,293,40.2425806451613,26.0000967741935,50.412655
"193",193,2001,6,78.125,10.1474,293,35.4342,24.4375,81.217283
"194",194,2001,7,78.125,10.1474,293,35.9618709677419,24.3942903225806,137.984842
"195",195,2001,8,78.125,10.1474,293,35.2867419354839,24.102064516129,24.150185
"196",196,2001,9,78.125,10.1474,293,36.5783,23.8297,146.064941
"197",197,2001,10,78.125,10.1474,293,32.2718387096774,23.0647741935484,279.995201
"198",198,2001,11,78.125,10.1474,293,29.8744666666667,21.5662,264.010089
"199",199,2001,12,78.125,10.1474,293,28.5504193548387,19.4689032258064,60.811905
"200",200,2002,1,78.125,10.1474,293,30.6572903225806,18.7209677419355,32.5367
"201",201,2002,2,78.125,10.1474,293,31.5538928571429,18.9578214285714,90.776252
"202",202,2002,3,78.125,10.1474,293,37.0735806451613,20.4277419354839,23.699577
"203",203,2002,4,78.125,10.1474,293,38.719,24.3808,48.904606
"204",204,2002,5,78.125,10.1474,293,39.4447096774193,25.9504516129032,105.822376
"205",205,2002,6,78.125,10.1474,293,36.339,24.8998666666667,96.003339
"206",206,2002,7,78.125,10.1474,293,37.4108387096774,24.7910967741936,32.220848
"207",207,2002,8,78.125,10.1474,293,36.071935483871,24.1757419354839,37.499433
"208",208,2002,9,78.125,10.1474,293,38.9749333333333,24.2800666666667,30.670749
"209",209,2002,10,78.125,10.1474,293,32.6408064516129,22.9774838709677,311.205799
"210",210,2002,11,78.125,10.1474,293,29.572,21.3162,258.801901
"211",211,2002,12,78.125,10.1474,293,30.1101612903226,18.8911612903226,39.03065
"212",212,2003,1,78.125,10.1474,293,31.335,18.3661935483871,10.708234
"213",213,2003,2,78.125,10.1474,293,34.28175,20.01225,25.998113
"214",214,2003,3,78.125,10.1474,293,36.5481290322581,20.996935483871,67.75819
"215",215,2003,4,78.125,10.1474,293,38.8653333333333,24.5701,25.114065
"216",216,2003,5,78.125,10.1474,293,40.3690322580645,26.5826774193548,34.947685
"217",217,2003,6,78.125,10.1474,293,37.5541666666667,25.4524666666667,101.046746
"218",218,2003,7,78.125,10.1474,293,35.3133548387097,24.6454838709677,96.487462
"219",219,2003,8,78.125,10.1474,293,35.0472258064516,24.1225483870968,93.288512
"220",220,2003,9,78.125,10.1474,293,37.8250333333333,23.9475333333333,63.470087
"221",221,2003,10,78.125,10.1474,293,32.2467419354839,22.9995161290323,331.986221
"222",222,2003,11,78.125,10.1474,293,28.1188,21.2713666666667,255.76431
"223",223,2003,12,78.125,10.1474,293,29.9628387096774,19.299064516129,18.155768
"224",224,2004,1,78.125,10.1474,293,31.1141290322581,18.4023548387097,50.033279
"225",225,2004,2,78.125,10.1474,293,34.170724137931,18.2218620689655,13.961219
"226",226,2004,3,78.125,10.1474,293,38.1014516129032,20.861935483871,24.399093
"227",227,2004,4,78.125,10.1474,293,39.4554666666667,25.3427333333333,82.051556
"228",228,2004,5,78.125,10.1474,293,34.808,24.5948064516129,266.79783
"229",229,2004,6,78.125,10.1474,293,34.9860333333333,23.9519333333333,58.565715
"230",230,2004,7,78.125,10.1474,293,36.3654838709677,23.7402580645161,55.642318
"231",231,2004,8,78.125,10.1474,293,36.9329677419355,24.2422580645161,27.560227
"232",232,2004,9,78.125,10.1474,293,33.6707,23.5508666666667,350.642385
"233",233,2004,10,78.125,10.1474,293,30.7768709677419,22.435064516129,425.781177
"234",234,2004,11,78.125,10.1474,293,27.1983666666667,21.0395,255.604654
"235",235,2004,12,78.125,10.1474,293,28.1539032258064,18.8393548387097,57.730576
"236",236,2005,1,78.125,10.1474,293,30.5364193548387,18.9364193548387,36.352721
"237",237,2005,2,78.125,10.1474,293,33.29425,18.7425357142857,119.771617
"238",238,2005,3,78.125,10.1474,293,36.0650967741935,21.7892903225806,50.216101
"239",239,2005,4,78.125,10.1474,293,36.1411666666667,24.5412333333333,213.584554
"240",240,2005,5,78.125,10.1474,293,40.3053225806452,26.3304516129032,70.919317
"241",241,2005,6,78.125,10.1474,293,36.5194,24.8560333333333,69.441325
"242",242,2005,7,78.125,10.1474,293,35.328064516129,24.4414838709677,148.476741
"243",243,2005,8,78.125,10.1474,293,37.3548064516129,24.5220322580645,24.997325
"244",244,2005,9,78.125,10.1474,293,36.0070333333333,23.8292,147.97555
"245",245,2005,10,78.125,10.1474,293,32.794935483871,23.1101612903226,509.391369
"246",246,2005,11,78.125,10.1474,293,27.4843666666667,21.3903,315.914868
"247",247,2005,12,78.125,10.1474,293,28.1347741935484,20.1594516129032,115.500635
"248",248,2006,1,78.125,10.1474,293,29.0155806451613,18.761064516129,130.266966
"249",249,2006,2,78.125,10.1474,293,32.9273928571429,17.82725,9.707452
"250",250,2006,3,78.125,10.1474,293,34.9031290322581,21.8654838709677,119.376755
"251",251,2006,4,78.125,10.1474,293,39.4331666666667,24.6133333333333,37.710567
"252",252,2006,5,78.125,10.1474,293,39.7364516129032,26.1626774193548,22.829684
"253",253,2006,6,78.125,10.1474,293,37.0774,24.857,84.179306
"254",254,2006,7,78.125,10.1474,293,36.3536451612903,24.6369032258065,20.493796
"255",255,2006,8,78.125,10.1474,293,36.601935483871,23.9253870967742,88.134371
"256",256,2006,9,78.125,10.1474,293,34.5921666666667,23.7665333333333,188.987167
"257",257,2006,10,78.125,10.1474,293,31.2792580645161,23.1006451612903,491.094874
"258",258,2006,11,78.125,10.1474,293,27.6458666666667,22.0446,411.296306
"259",259,2006,12,78.125,10.1474,293,28.5753225806452,19.4665483870968,25.975801
"260",260,2007,1,78.125,10.1474,293,30.3002258064516,18.3477741935484,10.680774
"261",261,2007,2,78.125,10.1474,293,32.5461785714286,19.607,10.215567
"262",262,2007,3,78.125,10.1474,293,36.9360967741935,20.3543225806452,1.39904
"263",263,2007,4,78.125,10.1474,293,38.1698666666667,24.3575666666667,62.732792
"264",264,2007,5,78.125,10.1474,293,40.8275483870968,26.4121612903226,106.716741
"265",265,2007,6,78.125,10.1474,293,36.0931666666667,25.2663333333333,127.220005
"266",266,2007,7,78.125,10.1474,293,34.2629032258064,24.480935483871,227.398982
"267",267,2007,8,78.125,10.1474,293,35.198,24.0574838709677,135.942931
"268",268,2007,9,78.125,10.1474,293,33.9087333333333,23.6189,238.571562
"269",269,2007,10,78.125,10.1474,293,33.1313870967742,23.0657419354839,425.804291
"270",270,2007,11,78.125,10.1474,293,29.3237,20.1211,105.982893
"271",271,2007,12,78.125,10.1474,293,28.1419032258064,19.3468064516129,158.165329
"272",272,2008,1,78.125,10.1474,293,30.1842580645161,18.0480967741936,8.698081
"273",273,2008,2,78.125,10.1474,293,32.2398965517241,19.5611724137931,51.749476
"274",274,2008,3,78.125,10.1474,293,31.6619677419355,21.677935483871,328.132445
"275",275,2008,4,78.125,10.1474,293,37.3376333333333,23.9338333333333,34.206104
"276",276,2008,5,78.125,10.1474,293,39.7806129032258,25.6313870967742,65.217582
"277",277,2008,6,78.125,10.1474,293,36.5302,24.6212,28.997037
"278",278,2008,7,78.125,10.1474,293,35.6545483870968,24.6628709677419,66.412359
"279",279,2008,8,78.125,10.1474,293,35.4002903225807,24.1884838709677,174.316154
"280",280,2008,9,78.125,10.1474,293,35.8023666666667,23.5644666666667,82.61375
"281",281,2008,10,78.125,10.1474,293,33.2399032258065,23.3354193548387,290.349796
"282",282,2008,11,78.125,10.1474,293,30.183,21.2106666666667,229.625405
"283",283,2008,12,78.125,10.1474,293,27.9078709677419,19.4202580645161,43.286124
"284",284,2009,1,78.125,10.1474,293,28.9721935483871,17.8726129032258,18.95056
"285",285,2009,2,78.125,10.1474,293,33.6372857142857,17.4654642857143,0.916672
"286",286,2009,3,78.125,10.1474,293,35.5928387096774,20.695,39.993676
"287",287,2009,4,78.125,10.1474,293,39.2251666666667,24.7787666666667,23.36655
"288",288,2009,5,78.125,10.1474,293,40.7482258064516,26.498,78.885266
"289",289,2009,6,78.125,10.1474,293,37.5013,24.9446333333333,47.015474
"290",290,2009,7,78.125,10.1474,293,35.5921290322581,24.7977096774194,19.490433
"291",291,2009,8,78.125,10.1474,293,35.1098064516129,24.2176129032258,121.979145
"292",292,2009,9,78.125,10.1474,293,36.1019,24.1252666666667,181.413405
"293",293,2009,10,78.125,10.1474,293,33.7430967741936,22.9036774193548,116.547786
"294",294,2009,11,78.125,10.1474,293,28.3690333333333,21.6985,306.330679
"295",295,2009,12,78.125,10.1474,293,28.3717096774194,20.6163548387097,101.499944
"296",296,2010,1,78.125,10.1474,293,30.4664838709677,18.6277419354839,22.803493
"297",297,2010,2,78.125,10.1474,293,34.2191071428571,18.5034285714286,1.344967
"298",298,2010,3,78.125,10.1474,293,38.3181935483871,20.9154193548387,1.740648
"299",299,2010,4,78.125,10.1474,293,39.7003333333333,25.6796666666667,28.603946
"300",300,2010,5,78.125,10.1474,293,40.5630967741936,26.7799032258065,27.507023
"301",301,2010,6,78.125,10.1474,293,36.1910666666667,25.1570333333333,95.793069
"302",302,2010,7,78.125,10.1474,293,35.3475806451613,24.4539677419355,30.721385
"303",303,2010,8,78.125,10.1474,293,35.4691290322581,24.2359032258065,161.754786
"304",304,2010,9,78.125,10.1474,293,34.4347,23.4489666666667,212.564832
"305",305,2010,10,78.125,10.1474,293,32.4447741935484,22.6166129032258,402.502084
"306",306,2010,11,78.125,10.1474,293,28.5038,21.7645333333333,392.110676
"307",307,2010,12,78.125,10.1474,293,28.1450967741936,19.8526774193548,68.776133
"308",308,2011,1,78.125,10.1474,293,28.7090967741936,17.607,16.464036
"309",309,2011,2,78.125,10.1474,293,31.07125,17.86475,44.520376
"310",310,2011,3,78.125,10.1474,293,35.4692258064516,19.4143225806452,12.002565
"311",311,2011,4,78.125,10.1474,293,35.9112666666667,22.7729666666667,140.717685
"312",312,2011,5,78.125,10.1474,293,37.7573870967742,23.8063870967742,21.943477
"313",313,2011,6,78.125,10.1474,293,36.2058666666667,23.2658,31.71959
"314",314,2011,7,78.125,10.1474,293,35.1278387096774,23.348,68.621646
"315",315,2011,8,78.125,10.1474,293,33.2999677419355,23.2237096774194,183.37726
"316",316,2011,9,78.125,10.1474,293,34.0268333333333,22.5978333333333,54.322229
"317",317,2011,10,78.125,10.1474,293,30.0546451612903,21.8260967741936,377.646502
"318",318,2011,11,78.125,10.1474,293,27.0898,19.5242666666667,178.076374
"319",319,2011,12,78.125,10.1474,293,27.3362258064516,18.0371290322581,87.003156
"320",320,2012,1,78.125,10.1474,293,27.7803225806452,15.3984838709677,8.929826
"321",321,2012,2,78.125,10.1474,293,31.825275862069,17.0403793103448,13.482285
"322",322,2012,3,78.125,10.1474,293,35.3961935483871,20.3658064516129,22.585492
"323",323,2012,4,78.125,10.1474,293,36.5999666666667,23.0453,181.286406
"324",324,2012,5,78.125,10.1474,293,38.7219677419355,24.8018387096774,35.767366
"325",325,2012,6,78.125,10.1474,293,35.5578,23.2729,64.558414
"326",326,2012,7,78.125,10.1474,293,35.2953225806452,23.1044193548387,77.896505
"327",327,2012,8,78.125,10.1474,293,33.1282580645161,22.5583225806452,228.040107
"328",328,2012,9,78.125,10.1474,293,32.7217666666667,22.4649333333333,216.056445
"329",329,2012,10,78.125,10.1474,293,29.4211935483871,21.4121935483871,405.901889
"330",330,2012,11,78.125,10.1474,293,29.2948666666667,19.4698333333333,55.074099
"331",331,2012,12,78.125,10.1474,293,28.7321290322581,18.2571935483871,47.783661
"332",332,2013,1,78.125,10.1474,293,29.6356774193548,16.8942903225806,8.419138
"333",333,2013,2,78.125,10.1474,293,30.7166071428571,18.2324285714286,131.743228
"334",334,2013,3,78.125,10.1474,293,33.5684516129032,19.8428064516129,69.062821
"335",335,2013,4,78.125,10.1474,293,38.4382333333333,23.8372,13.937187
"336",336,2013,5,78.125,10.1474,293,40.1260967741935,25.0655806451613,23.929597
"337",337,2013,6,78.125,10.1474,293,32.8348333333333,22.9830333333333,159.971241
"338",338,2013,7,78.125,10.1474,293,33.9480967741935,22.9451612903226,21.371839
"339",339,2013,8,78.125,10.1474,293,35.7930322580645,22.9834193548387,46.818922
"340",340,2013,9,78.125,10.1474,293,33.541,22.5210333333333,248.474708
"341",341,2013,10,78.125,10.1474,293,31.8314516129032,21.4292258064516,261.677155
